option,date,timestamp_ms,datetime_et,price,size,exchange,conditions
O:SPY240315C00470000,2024-03-14,1710446154243,2024-03-14T15:55:54.243000-04:00,44.2,1,303,[209]
O:SPY240315C00470000,2024-03-14,1710445825616,2024-03-14T15:50:25.616000-04:00,43.58,1,302,[233]
O:SPY240315C00470000,2024-03-14,1710445622740,2024-03-14T15:47:02.740000-04:00,42.97,3,304,[232]
O:SPY240315C00470000,2024-03-14,1710445622735,2024-03-14T15:47:02.735000-04:00,42.97,1,313,[232]
O:SPY240315C00470000,2024-03-14,1710445622735,2024-03-14T15:47:02.735000-04:00,42.97,2,303,[232]
O:SPY240315C00470000,2024-03-14,1710445622735,2024-03-14T15:47:02.735000-04:00,42.97,1,308,[232]
O:SPY240315C00470000,2024-03-14,1710445622734,2024-03-14T15:47:02.734000-04:00,42.97,2,322,[232]
O:SPY240315C00470000,2024-03-14,1710445622604,2024-03-14T15:47:02.604000-04:00,42.96,1,323,[232]
O:SPY240315C00470000,2024-03-14,1710445125866,2024-03-14T15:38:45.866000-04:00,42.37,30,313,[232]
O:SPY240315C00470000,2024-03-14,1710444998550,2024-03-14T15:36:38.550000-04:00,42.28,300,323,[231]
O:SPY240315C00470000,2024-03-14,1710444998550,2024-03-14T15:36:38.550000-04:00,42.29,3300,323,[231]
O:SPY240315C00470000,2024-03-14,1710444757444,2024-03-14T15:32:37.444000-04:00,42.42,11,304,[232]
O:SPY240315C00470000,2024-03-14,1710444558152,2024-03-14T15:29:18.152000-04:00,42.75,95,308,[209]
O:SPY240315C00470000,2024-03-14,1710443894282,2024-03-14T15:18:14.282000-04:00,42.85,1,300,[227]
O:SPY240315C00470000,2024-03-14,1710443286300,2024-03-14T15:08:06.300000-04:00,43.14,3,312,[232]
O:SPY240315C00470000,2024-03-14,1710443235351,2024-03-14T15:07:15.351000-04:00,43.32,1,312,[233]
O:SPY240315C00470000,2024-03-14,1710443161235,2024-03-14T15:06:01.235000-04:00,43.39,1,302,[233]
O:SPY240315C00470000,2024-03-14,1710443116708,2024-03-14T15:05:16.708000-04:00,43.17,16889,301,[235]
O:SPY240315C00470000,2024-03-14,1710443116708,2024-03-14T15:05:16.708000-04:00,43.16,8926,301,[235]
O:SPY240315C00470000,2024-03-14,1710443061389,2024-03-14T15:04:21.389000-04:00,43.63,50,308,[232]
O:SPY240315C00470000,2024-03-14,1710442635631,2024-03-14T14:57:15.631000-04:00,44.15,3600,323,[231]
O:SPY240315C00470000,2024-03-14,1710442632881,2024-03-14T14:57:12.881000-04:00,44.15,1800,323,[231]
O:SPY240315C00470000,2024-03-14,1710442629950,2024-03-14T14:57:09.950000-04:00,44.19,300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442629950,2024-03-14T14:57:09.950000-04:00,44.2,3300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442627514,2024-03-14T14:57:07.514000-04:00,44.19,300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442627514,2024-03-14T14:57:07.514000-04:00,44.2,3300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442626329,2024-03-14T14:57:06.329000-04:00,44.1,300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442626329,2024-03-14T14:57:06.329000-04:00,44.11,3300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442624910,2024-03-14T14:57:04.910000-04:00,44.09,300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442624910,2024-03-14T14:57:04.910000-04:00,44.1,3300,323,[231]
O:SPY240315C00470000,2024-03-14,1710442623569,2024-03-14T14:57:03.569000-04:00,44.1,1800,323,[231]
O:SPY240315C00470000,2024-03-14,1710442622292,2024-03-14T14:57:02.292000-04:00,43.65,1800,323,[231]
O:SPY240315C00470000,2024-03-14,1710442509745,2024-03-14T14:55:09.745000-04:00,44.1,5,302,[227]
O:SPY240315C00470000,2024-03-14,1710442179839,2024-03-14T14:49:39.839000-04:00,44.85,1,308,[232]
O:SPY240315C00470000,2024-03-14,1710441007268,2024-03-14T14:30:07.268000-04:00,44.67,1,312,[233]
O:SPY240315C00470000,2024-03-14,1710440452198,2024-03-14T14:20:52.198000-04:00,44.98,1,308,[232]
O:SPY240315C00470000,2024-03-14,1710438956461,2024-03-14T13:55:56.461000-04:00,44.45,6,308,[232]
O:SPY240315C00470000,2024-03-14,1710438094451,2024-03-14T13:41:34.451000-04:00,43.45,5,308,[232]
O:SPY240315C00470000,2024-03-14,1710437482899,2024-03-14T13:31:22.899000-04:00,42.76,10,308,[232]
O:SPY240315C00470000,2024-03-14,1710437245434,2024-03-14T13:27:25.434000-04:00,43.44,3,304,[209]
O:SPY240315C00470000,2024-03-14,1710436529567,2024-03-14T13:15:29.567000-04:00,43.76,1,308,[232]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,1003,312,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,1004,304,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.82,54,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.82,59,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.82,361,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,112,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,262,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.8,58,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.8,98,302,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,587,300,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,198,300,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.8,219,300,[227]
O:SPY240315C00470000,2024-03-14,1710435942347,2024-03-14T13:05:42.347000-04:00,43.81,997,308,[227]
O:SPY240315C00470000,2024-03-14,1710435942346,2024-03-14T13:05:42.346000-04:00,44,184,309,[227]
O:SPY240315C00470000,2024-03-14,1710435942346,2024-03-14T13:05:42.346000-04:00,43.83,1321,309,[227]
O:SPY240315C00470000,2024-03-14,1710435942346,2024-03-14T13:05:42.346000-04:00,43.81,1004,301,[227]
O:SPY240315C00470000,2024-03-14,1710435654850,2024-03-14T13:00:54.850000-04:00,43.85,1,313,[209]
O:SPY240315C00470000,2024-03-14,1710435654183,2024-03-14T13:00:54.183000-04:00,43.85,2,303,[209]
O:SPY240315C00470000,2024-03-14,1710435654179,2024-03-14T13:00:54.179000-04:00,43.85,2,313,[209]
O:SPY240315C00470000,2024-03-14,1710435654175,2024-03-14T13:00:54.175000-04:00,43.85,2,303,[209]
O:SPY240315C00470000,2024-03-14,1710434516487,2024-03-14T12:41:56.487000-04:00,44.54,1,308,[232]
O:SPY240315C00470000,2024-03-14,1710432645563,2024-03-14T12:10:45.563000-04:00,43.97,4,312,[233]
O:SPY240315C00470000,2024-03-14,1710432485263,2024-03-14T12:08:05.263000-04:00,44,3,300,[227]
O:SPY240315C00470000,2024-03-14,1710432485263,2024-03-14T12:08:05.263000-04:00,44,2,300,[227]
O:SPY240315C00470000,2024-03-14,1710431634836,2024-03-14T11:53:54.836000-04:00,44.74,2,312,[233]
O:SPY240315C00470000,2024-03-14,1710431145501,2024-03-14T11:45:45.501000-04:00,44.62,3,308,[232]
O:SPY240315C00470000,2024-03-14,1710430339139,2024-03-14T11:32:19.139000-04:00,44.21,2,304,[232]
O:SPY240315C00470000,2024-03-14,1710430339139,2024-03-14T11:32:19.139000-04:00,44.21,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710430339040,2024-03-14T11:32:19.040000-04:00,44.25,1,303,[232]
O:SPY240315C00470000,2024-03-14,1710430339039,2024-03-14T11:32:19.039000-04:00,44.25,1,313,[232]
O:SPY240315C00470000,2024-03-14,1710429982695,2024-03-14T11:26:22.695000-04:00,44.2,2,304,[232]
O:SPY240315C00470000,2024-03-14,1710429982694,2024-03-14T11:26:22.694000-04:00,44.19,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710429982594,2024-03-14T11:26:22.594000-04:00,44.23,1,303,[232]
